,Image Label,Class
154,508_2023_1.tif,no_crop
155,118_2023_2.tif,no_crop
156,459_2022_7.tif,no_crop
157,301_2023_0.tif,no_crop
158,342_2023_0.tif,lush
159,311_2023_3.tif,no_crop
160,564_2022_5.tif,no_crop
161,556_2022_4.tif,no_crop
162,231_2023_3.tif,no_crop
163,507_2022_6.tif,no_crop
164,66_2023_2.tif,no_crop
165,531_2023_1.tif,no_crop
166,312_2022_10.tif,no_crop
167,266_2022_4.tif,no_crop
168,485_2023_1.tif,growing
169,67_2022_9.tif,no_crop
170,333_2023_0.tif,no_crop
171,29_2022_10.tif,no_crop
172,201_2022_8.tif,growing
173,377_2023_1.tif,no_crop
174,41_2022_4.tif,no_crop
175,329_2022_4.tif,no_crop
176,291_2022_7.tif,growing
177,443_2022_9.tif,no_crop
178,451_2022_9.tif,no_crop
179,391_2023_3.tif,no_crop
180,276_2022_10.tif,no_crop
181,197_2022_6.tif,no_crop
182,467_2022_11.tif,no_crop
183,180_2022_4.tif,no_crop
184,364_2023_3.tif,no_crop
185,270_2023_2.tif,no_crop
186,487_2023_2.tif,no_crop
187,279_2022_9.tif,growing
188,150_2022_11.tif,no_crop
189,522_2022_11.tif,no_crop
190,38_2022_5.tif,no_crop
191,545_2022_11.tif,no_crop
192,346_2022_11.tif,no_crop
193,436_2022_9.tif,lush
194,242_2022_11.tif,no_crop
195,560_2022_9.tif,growing
196,161_2022_6.tif,no_crop
197,127_2022_9.tif,no_crop
198,262_2022_9.tif,growing
199,529_2022_8.tif,growing
200,97_2022_11.tif,no_crop
201,463_2022_4.tif,no_crop
202,454_2022_5.tif,no_crop
203,520_2022_8.tif,no_crop
204,56_2023_2.tif,no_crop
205,39_2023_3.tif,no_crop
206,334_2023_2.tif,no_crop
207,330_2022_10.tif,no_crop
208,407_2022_4.tif,no_crop
209,230_2023_0.tif,no_crop
210,482_2023_1.tif,no_crop
211,234_2022_5.tif,no_crop
212,379_2023_0.tif,no_crop
213,560_2022_8.tif,growing
214,363_2022_7.tif,no_crop
215,521_2022_5.tif,no_crop
216,555_2022_9.tif,no_crop
217,302_2022_10.tif,no_crop
218,491_2022_8.tif,no_crop
219,427_2022_8.tif,lush
220,290_2022_5.tif,no_crop
221,501_2022_9.tif,growing
222,20_2022_5.tif,no_crop
223,110_2022_5.tif,no_crop
224,563_2022_8.tif,no_crop
225,443_2022_7.tif,lush
226,415_2023_3.tif,no_crop
227,285_2022_5.tif,no_crop
228,557_2023_0.tif,no_crop
229,275_2023_3.tif,no_crop
230,521_2022_7.tif,no_crop
231,36_2022_9.tif,no_crop
232,334_2023_1.tif,no_crop
233,461_2023_1.tif,no_crop
234,142_2022_11.tif,no_crop
235,71_2023_3.tif,no_crop
236,98_2022_4.tif,no_crop
237,556_2022_7.tif,growing
238,152_2022_11.tif,no_crop
239,101_2023_1.tif,no_crop
240,504_2023_0.tif,no_crop
241,35_2022_7.tif,lush
242,79_2022_6.tif,no_crop
243,49_2023_0.tif,no_crop
244,474_2023_0.tif,no_crop
245,186_2023_2.tif,no_crop
246,133_2022_10.tif,growing
247,281_2022_9.tif,no_crop
248,218_2023_1.tif,no_crop
249,229_2022_8.tif,no_crop
250,555_2023_3.tif,no_crop
251,328_2022_11.tif,no_crop
252,108_2022_4.tif,no_crop
253,287_2022_11.tif,no_crop
254,340_2022_7.tif,growing
255,186_2023_0.tif,no_crop
256,318_2022_7.tif,no_crop
257,81_2022_7.tif,no_crop
258,99_2022_7.tif,no_crop
259,437_2022_9.tif,no_crop
260,480_2022_11.tif,growing
261,402_2022_5.tif,no_crop
262,121_2023_0.tif,no_crop
263,338_2022_5.tif,no_crop
264,169_2022_10.tif,no_crop
265,252_2022_11.tif,no_crop
266,47_2023_2.tif,no_crop
267,148_2022_6.tif,no_crop
268,1_2023_0.tif,no_crop
269,122_2022_5.tif,no_crop
270,371_2022_9.tif,lush
271,287_2023_0.tif,no_crop
272,506_2022_9.tif,no_crop
273,236_2023_3.tif,no_crop
274,126_2022_10.tif,no_crop
275,286_2022_10.tif,growing
276,105_2022_8.tif,lush
277,444_2022_11.tif,no_crop
278,265_2022_7.tif,no_crop
279,488_2022_9.tif,lush
280,58_2022_4.tif,no_crop
281,547_2022_8.tif,lush
282,111_2023_2.tif,no_crop
283,67_2022_7.tif,no_crop
284,237_2022_9.tif,lush
285,35_2022_11.tif,no_crop
286,261_2022_5.tif,no_crop
287,247_2022_10.tif,no_crop
288,353_2022_7.tif,growing
289,548_2023_3.tif,no_crop
290,112_2023_1.tif,no_crop
291,521_2022_9.tif,growing
292,170_2023_1.tif,lush
293,560_2023_1.tif,no_crop
294,277_2023_2.tif,no_crop
295,497_2022_5.tif,no_crop
296,422_2022_5.tif,no_crop
297,251_2022_4.tif,no_crop
298,311_2022_4.tif,no_crop
299,536_2022_4.tif,no_crop
300,469_2023_0.tif,no_crop
301,96_2023_2.tif,no_crop
302,75_2022_6.tif,no_crop
303,15_2022_10.tif,no_crop
304,30_2022_5.tif,no_crop
305,401_2022_9.tif,no_crop
306,292_2022_6.tif,no_crop
307,144_2022_5.tif,no_crop
308,480_2022_8.tif,no_crop
309,76_2022_9.tif,growing
310,203_2022_8.tif,growing
311,128_2022_11.tif,no_crop
312,224_2022_9.tif,no_crop
313,310_2022_6.tif,no_crop
314,436_2023_1.tif,no_crop
315,401_2022_7.tif,no_crop
316,510_2022_5.tif,no_crop
317,563_2023_1.tif,no_crop
318,301_2022_11.tif,no_crop
319,381_2023_1.tif,no_crop
320,358_2023_1.tif,no_crop
321,66_2022_4.tif,no_crop
322,567_2023_3.tif,no_crop
323,90_2023_0.tif,growing
324,223_2023_3.tif,no_crop
325,326_2023_0.tif,no_crop
326,69_2022_9.tif,lush
327,551_2023_3.tif,no_crop
328,395_2023_2.tif,no_crop
329,188_2022_10.tif,no_crop
330,122_2022_9.tif,lush
331,535_2023_2.tif,no_crop
332,296_2022_4.tif,no_crop
333,116_2023_2.tif,no_crop
334,528_2022_9.tif,growing
335,401_2022_5.tif,no_crop
336,513_2023_0.tif,no_crop
337,10_2022_8.tif,lush
338,372_2022_6.tif,no_crop
339,3_2023_2.tif,no_crop
340,43_2023_0.tif,no_crop
341,404_2023_3.tif,no_crop
342,292_2022_9.tif,no_crop
343,138_2023_0.tif,no_crop
344,182_2022_8.tif,lush
345,185_2022_8.tif,growing
346,66_2022_11.tif,no_crop
347,258_2023_1.tif,no_crop
348,395_2022_8.tif,lush
349,145_2023_1.tif,no_crop
350,227_2022_11.tif,no_crop
351,376_2022_6.tif,no_crop
352,293_2022_11.tif,no_crop
353,228_2023_2.tif,no_crop
354,462_2022_5.tif,no_crop
355,96_2022_6.tif,no_crop
356,439_2022_11.tif,no_crop
357,428_2022_8.tif,lush
358,327_2022_10.tif,growing
359,415_2022_7.tif,growing
360,543_2023_3.tif,no_crop
361,152_2022_9.tif,lush
362,304_2023_3.tif,no_crop
363,376_2023_0.tif,no_crop
364,265_2022_4.tif,no_crop
365,349_2023_1.tif,no_crop
366,175_2023_3.tif,no_crop
367,474_2023_2.tif,no_crop
368,50_2022_10.tif,no_crop
369,377_2022_11.tif,no_crop
370,273_2023_3.tif,no_crop
371,519_2022_10.tif,no_crop
372,200_2022_9.tif,lush
373,13_2023_3.tif,no_crop
374,303_2022_10.tif,no_crop
375,505_2022_10.tif,no_crop
376,357_2022_10.tif,no_crop
377,39_2022_5.tif,no_crop
378,524_2022_8.tif,no_crop
379,51_2023_2.tif,no_crop
380,59_2022_7.tif,growing
381,43_2022_11.tif,no_crop
382,407_2022_11.tif,no_crop
383,106_2022_9.tif,no_crop
384,210_2022_10.tif,lush
385,245_2022_4.tif,no_crop
386,10_2022_11.tif,no_crop
387,349_2022_4.tif,no_crop
388,17_2023_3.tif,no_crop
389,355_2022_11.tif,no_crop
390,22_2023_2.tif,no_crop
391,186_2022_4.tif,no_crop
392,9_2022_4.tif,no_crop
393,59_2022_10.tif,no_crop
394,487_2022_5.tif,no_crop
395,545_2023_0.tif,lush
396,89_2022_4.tif,no_crop
397,74_2022_7.tif,lush
398,326_2023_2.tif,no_crop
399,229_2022_5.tif,no_crop
400,491_2023_2.tif,no_crop
401,188_2022_6.tif,no_crop
402,102_2023_2.tif,no_crop
403,379_2022_4.tif,no_crop
404,192_2023_2.tif,no_crop
405,448_2022_9.tif,no_crop
406,238_2022_9.tif,lush
407,568_2022_6.tif,no_crop
408,439_2022_9.tif,lush
409,8_2023_2.tif,no_crop
410,391_2022_4.tif,no_crop
411,290_2023_1.tif,no_crop
412,560_2022_10.tif,no_crop
413,461_2022_6.tif,no_crop
414,197_2022_7.tif,no_crop
415,151_2023_0.tif,no_crop
416,515_2022_5.tif,no_crop
417,157_2022_10.tif,growing
418,196_2022_10.tif,no_crop
419,440_2022_11.tif,no_crop
420,386_2022_8.tif,lush
421,505_2022_4.tif,no_crop
422,509_2023_1.tif,no_crop
423,173_2022_4.tif,no_crop
424,319_2022_10.tif,no_crop
425,85_2023_1.tif,no_crop
426,423_2023_3.tif,no_crop
427,433_2023_0.tif,growing
428,565_2023_2.tif,no_crop
429,318_2023_1.tif,no_crop
430,258_2022_5.tif,no_crop
431,448_2022_11.tif,no_crop
432,45_2023_3.tif,no_crop
433,204_2022_9.tif,growing
434,542_2022_5.tif,no_crop
435,300_2022_7.tif,no_crop
436,141_2022_6.tif,no_crop
437,459_2022_8.tif,growing
438,557_2022_5.tif,no_crop
439,296_2022_11.tif,no_crop
440,87_2023_0.tif,lush
441,6_2023_3.tif,no_crop
442,141_2022_10.tif,no_crop
443,307_2022_10.tif,no_crop
444,440_2022_7.tif,growing
445,466_2022_11.tif,no_crop
446,223_2022_8.tif,lush
447,131_2022_11.tif,growing
448,323_2023_2.tif,no_crop
449,409_2022_11.tif,no_crop
450,149_2022_8.tif,no_crop
451,515_2023_2.tif,no_crop
452,152_2023_1.tif,no_crop
453,280_2022_5.tif,no_crop
454,276_2022_7.tif,no_crop
455,79_2023_0.tif,no_crop
456,428_2023_0.tif,growing
457,519_2022_8.tif,lush
458,205_2022_10.tif,no_crop
459,452_2022_8.tif,growing
460,319_2022_5.tif,no_crop
461,385_2022_5.tif,no_crop
462,292_2023_2.tif,no_crop
463,509_2022_4.tif,no_crop
464,75_2023_1.tif,no_crop
465,44_2022_4.tif,no_crop
466,559_2022_10.tif,no_crop
467,82_2022_9.tif,no_crop
468,322_2022_10.tif,no_crop
469,118_2022_7.tif,growing
470,109_2022_4.tif,no_crop
471,330_2022_11.tif,no_crop
472,319_2022_9.tif,lush
473,103_2022_8.tif,no_crop
474,324_2022_4.tif,no_crop
475,62_2023_0.tif,lush
476,372_2023_2.tif,no_crop
477,199_2022_11.tif,no_crop
478,164_2022_8.tif,lush
479,32_2022_5.tif,no_crop
480,200_2022_11.tif,no_crop
481,520_2022_5.tif,no_crop
482,36_2023_1.tif,no_crop
483,173_2023_0.tif,no_crop
484,396_2022_9.tif,lush
485,233_2022_10.tif,growing
486,397_2022_9.tif,no_crop
487,402_2022_10.tif,no_crop
488,324_2023_0.tif,no_crop
489,358_2022_11.tif,no_crop
490,33_2023_0.tif,no_crop
491,390_2022_4.tif,no_crop
492,456_2022_10.tif,no_crop
493,120_2023_0.tif,no_crop
494,81_2022_8.tif,lush
495,476_2022_4.tif,no_crop
496,34_2023_2.tif,no_crop
497,243_2022_4.tif,no_crop
498,347_2022_5.tif,no_crop
499,103_2022_5.tif,no_crop
500,416_2022_8.tif,no_crop
501,498_2022_8.tif,growing
502,50_2023_3.tif,no_crop
503,413_2022_8.tif,lush
504,52_2022_9.tif,no_crop
505,316_2022_10.tif,growing
506,184_2023_1.tif,no_crop
507,119_2023_3.tif,no_crop
508,458_2023_1.tif,growing
509,316_2023_3.tif,no_crop
510,450_2023_0.tif,no_crop
511,126_2022_8.tif,lush
512,458_2022_11.tif,no_crop
513,283_2022_6.tif,no_crop
514,286_2023_2.tif,no_crop
515,191_2022_4.tif,no_crop
516,523_2022_7.tif,lush
517,56_2022_4.tif,no_crop
518,377_2023_2.tif,no_crop
519,358_2022_10.tif,lush
520,381_2023_0.tif,no_crop
521,54_2022_10.tif,growing
522,537_2022_11.tif,no_crop
523,170_2022_10.tif,no_crop
524,176_2023_2.tif,no_crop
525,403_2023_1.tif,no_crop
526,94_2022_7.tif,no_crop
527,25_2022_4.tif,no_crop
528,174_2023_3.tif,no_crop
529,76_2022_7.tif,growing
530,214_2023_2.tif,no_crop
531,99_2022_4.tif,no_crop
532,12_2023_1.tif,no_crop
533,34_2022_8.tif,lush
534,426_2023_2.tif,no_crop
535,35_2022_4.tif,no_crop
536,562_2022_10.tif,no_crop
537,326_2023_3.tif,no_crop
538,129_2022_5.tif,no_crop
539,85_2022_7.tif,no_crop
540,538_2022_6.tif,no_crop
541,155_2022_4.tif,no_crop
542,490_2022_4.tif,no_crop
543,480_2022_9.tif,growing
544,22_2022_9.tif,growing
545,302_2022_9.tif,no_crop
546,406_2023_1.tif,no_crop
547,223_2023_0.tif,lush
548,278_2022_7.tif,no_crop
549,368_2022_9.tif,growing
550,543_2022_7.tif,growing
551,250_2023_3.tif,no_crop
552,129_2023_0.tif,no_crop
553,452_2022_7.tif,no_crop
554,258_2022_11.tif,no_crop
555,368_2023_1.tif,no_crop
556,56_2022_9.tif,growing
557,288_2022_11.tif,no_crop
558,228_2022_5.tif,no_crop
559,101_2022_11.tif,no_crop
560,382_2023_2.tif,no_crop
561,427_2022_5.tif,no_crop
562,189_2022_11.tif,no_crop
563,403_2023_3.tif,no_crop
564,72_2022_9.tif,no_crop
565,392_2022_8.tif,growing
566,142_2022_4.tif,no_crop
567,207_2022_7.tif,growing
568,190_2023_1.tif,no_crop
569,237_2022_10.tif,growing
570,120_2022_11.tif,no_crop
571,238_2023_1.tif,no_crop
572,44_2022_7.tif,growing
573,217_2023_1.tif,no_crop
574,536_2023_0.tif,no_crop
575,251_2023_3.tif,no_crop
576,506_2023_0.tif,growing
577,321_2023_3.tif,no_crop
578,346_2022_7.tif,no_crop
579,192_2022_9.tif,growing
580,322_2022_8.tif,lush
581,252_2023_1.tif,no_crop
582,8_2022_8.tif,lush
583,51_2022_10.tif,no_crop
584,562_2022_5.tif,no_crop
585,448_2022_8.tif,lush
586,272_2023_0.tif,growing
587,337_2022_5.tif,no_crop
588,189_2023_2.tif,no_crop
589,175_2022_5.tif,no_crop
590,333_2023_2.tif,no_crop
591,503_2022_11.tif,no_crop
592,538_2023_0.tif,no_crop
593,176_2022_4.tif,no_crop
594,347_2023_3.tif,no_crop
595,94_2022_8.tif,growing
596,31_2022_10.tif,no_crop
597,144_2022_8.tif,lush
598,226_2022_8.tif,lush
599,276_2023_0.tif,no_crop
600,138_2023_1.tif,no_crop
601,205_2022_5.tif,no_crop
602,151_2022_4.tif,no_crop
603,217_2022_5.tif,no_crop
604,231_2022_7.tif,no_crop
605,481_2023_3.tif,no_crop
606,194_2023_1.tif,no_crop
607,511_2022_9.tif,lush
608,6_2022_11.tif,lush
609,153_2022_11.tif,no_crop
610,510_2022_6.tif,no_crop
611,148_2022_7.tif,growing
612,488_2023_2.tif,no_crop
613,337_2023_2.tif,no_crop
614,264_2023_1.tif,no_crop
615,509_2022_7.tif,growing
616,421_2023_2.tif,no_crop
617,421_2023_3.tif,no_crop
618,404_2022_9.tif,growing
619,177_2022_11.tif,no_crop
620,548_2022_4.tif,no_crop
621,350_2023_3.tif,no_crop
622,7_2023_0.tif,lush
623,220_2022_8.tif,no_crop
624,6_2022_8.tif,no_crop
625,232_2023_2.tif,no_crop
626,468_2023_2.tif,no_crop
627,172_2022_6.tif,no_crop
628,443_2022_5.tif,no_crop
629,446_2022_7.tif,no_crop
630,415_2022_8.tif,no_crop
631,287_2022_7.tif,no_crop
632,525_2022_6.tif,no_crop
633,173_2022_9.tif,growing
634,380_2023_2.tif,no_crop
635,521_2022_11.tif,no_crop
636,544_2022_11.tif,no_crop
637,12_2022_9.tif,no_crop
638,109_2022_6.tif,no_crop
639,381_2022_9.tif,lush
640,53_2022_4.tif,no_crop
641,503_2023_0.tif,no_crop
642,152_2023_2.tif,no_crop
643,126_2023_2.tif,no_crop
644,245_2022_8.tif,growing
645,12_2022_5.tif,no_crop
646,247_2022_9.tif,lush
647,208_2022_4.tif,no_crop
648,40_2023_1.tif,no_crop
649,390_2022_10.tif,no_crop
650,132_2022_10.tif,no_crop
651,219_2022_5.tif,no_crop
652,3_2022_6.tif,no_crop
653,218_2022_9.tif,no_crop
654,388_2022_8.tif,growing
655,347_2022_7.tif,no_crop
656,376_2022_8.tif,growing
657,447_2022_10.tif,lush
658,534_2022_10.tif,growing
659,441_2023_0.tif,growing
660,440_2023_1.tif,growing
661,8_2022_9.tif,no_crop
662,470_2022_11.tif,no_crop
663,504_2022_4.tif,no_crop
664,178_2022_8.tif,lush
665,270_2022_9.tif,no_crop
666,282_2022_11.tif,no_crop
667,509_2023_0.tif,no_crop
668,242_2023_3.tif,no_crop
669,532_2022_6.tif,no_crop
670,176_2022_5.tif,no_crop
671,195_2023_3.tif,no_crop
672,520_2022_9.tif,no_crop
673,31_2023_3.tif,no_crop
674,81_2022_9.tif,lush
675,242_2022_8.tif,growing
676,340_2022_4.tif,no_crop
677,365_2022_4.tif,no_crop
678,341_2023_0.tif,lush
679,316_2022_9.tif,lush
680,30_2023_0.tif,no_crop
681,399_2022_10.tif,no_crop
682,474_2022_5.tif,no_crop
683,402_2022_6.tif,no_crop
684,550_2023_1.tif,no_crop
685,77_2022_11.tif,no_crop
686,267_2022_9.tif,growing
687,110_2022_8.tif,growing
688,289_2022_5.tif,no_crop
689,336_2022_8.tif,lush
690,58_2022_5.tif,no_crop
691,81_2022_6.tif,no_crop
692,384_2022_9.tif,lush
693,311_2022_8.tif,lush
694,344_2023_1.tif,no_crop
695,341_2022_4.tif,growing
696,483_2022_4.tif,no_crop
697,267_2023_0.tif,no_crop
698,386_2022_5.tif,no_crop
699,300_2022_11.tif,no_crop
700,299_2022_8.tif,no_crop
701,112_2023_3.tif,no_crop
702,541_2022_10.tif,no_crop
703,368_2022_10.tif,growing
704,388_2022_6.tif,no_crop
705,95_2022_7.tif,growing
706,499_2023_3.tif,no_crop
707,152_2023_0.tif,no_crop
708,213_2023_1.tif,no_crop
709,286_2022_11.tif,no_crop
710,259_2022_6.tif,no_crop
711,378_2022_4.tif,no_crop
712,518_2022_5.tif,no_crop
713,132_2022_5.tif,no_crop
714,452_2022_10.tif,no_crop
715,130_2022_7.tif,no_crop
716,177_2022_10.tif,no_crop
717,198_2022_11.tif,no_crop
718,434_2022_6.tif,no_crop
719,371_2022_4.tif,no_crop
720,561_2022_6.tif,no_crop
721,448_2022_4.tif,no_crop
722,546_2022_9.tif,growing
723,526_2022_6.tif,no_crop
724,289_2022_6.tif,no_crop
725,82_2023_2.tif,no_crop
726,48_2023_3.tif,no_crop
727,489_2022_7.tif,growing
728,368_2023_0.tif,no_crop
729,475_2022_7.tif,no_crop
730,147_2022_5.tif,no_crop
731,202_2022_5.tif,no_crop
732,215_2022_10.tif,no_crop
733,191_2022_5.tif,no_crop
734,59_2022_8.tif,lush
735,451_2022_11.tif,no_crop
736,159_2022_7.tif,growing
737,48_2022_7.tif,growing
738,175_2023_0.tif,lush
739,122_2022_6.tif,no_crop
740,160_2022_5.tif,no_crop
741,330_2023_0.tif,growing
742,523_2023_2.tif,no_crop
743,135_2022_5.tif,no_crop
744,219_2023_1.tif,no_crop
745,85_2022_5.tif,no_crop
746,178_2022_9.tif,no_crop
747,465_2022_10.tif,no_crop
748,396_2022_7.tif,growing
749,127_2022_11.tif,no_crop
750,487_2022_11.tif,no_crop
751,515_2022_10.tif,growing
752,164_2023_2.tif,no_crop
753,106_2022_11.tif,no_crop
754,187_2022_10.tif,growing
755,19_2022_11.tif,no_crop
756,300_2022_5.tif,no_crop
757,421_2022_7.tif,no_crop
758,288_2023_2.tif,no_crop
759,11_2022_10.tif,growing
760,78_2022_8.tif,no_crop
761,214_2022_6.tif,no_crop
762,75_2023_2.tif,no_crop
763,313_2022_10.tif,no_crop
764,250_2022_9.tif,no_crop
765,312_2022_7.tif,no_crop
766,484_2022_4.tif,no_crop
767,38_2022_6.tif,no_crop
768,93_2022_5.tif,no_crop
769,65_2022_6.tif,growing
770,422_2022_9.tif,growing
771,526_2023_2.tif,no_crop
772,18_2023_0.tif,growing
773,55_2023_2.tif,no_crop
774,167_2022_11.tif,no_crop
775,309_2022_9.tif,growing
776,360_2022_7.tif,no_crop
777,285_2022_9.tif,lush
778,98_2022_9.tif,no_crop
779,124_2022_11.tif,no_crop
780,130_2022_11.tif,no_crop
781,137_2022_5.tif,no_crop
782,359_2022_6.tif,no_crop
783,134_2022_8.tif,growing
784,92_2022_6.tif,no_crop
785,2_2022_8.tif,lush
786,146_2022_6.tif,no_crop
787,22_2023_1.tif,no_crop
788,87_2023_3.tif,no_crop
789,87_2023_2.tif,no_crop
790,99_2022_6.tif,no_crop
791,376_2023_2.tif,no_crop
792,528_2023_1.tif,no_crop
793,255_2023_1.tif,lush
794,124_2022_6.tif,no_crop
795,479_2022_10.tif,no_crop
796,31_2022_9.tif,lush
797,414_2022_11.tif,no_crop
798,136_2022_10.tif,no_crop
799,136_2023_3.tif,no_crop
800,306_2022_10.tif,no_crop
801,566_2023_0.tif,lush
802,354_2023_0.tif,growing
803,378_2022_7.tif,growing
804,197_2022_5.tif,no_crop
805,524_2022_4.tif,no_crop
806,80_2022_9.tif,lush
807,332_2022_11.tif,no_crop
808,464_2023_3.tif,no_crop
809,378_2022_10.tif,no_crop
810,187_2023_2.tif,no_crop
811,498_2022_10.tif,lush
812,246_2022_8.tif,lush
813,463_2022_10.tif,no_crop
814,365_2022_8.tif,no_crop
815,178_2023_1.tif,lush
816,500_2022_6.tif,no_crop
817,484_2022_8.tif,growing
818,314_2022_10.tif,no_crop
819,432_2022_9.tif,lush
820,138_2022_5.tif,no_crop
821,141_2023_1.tif,no_crop
822,208_2022_11.tif,no_crop
823,268_2022_5.tif,no_crop
824,226_2022_7.tif,no_crop
825,350_2022_9.tif,lush
826,28_2022_5.tif,no_crop
827,484_2022_9.tif,no_crop
828,225_2023_3.tif,no_crop
829,197_2022_9.tif,no_crop
830,447_2022_11.tif,lush
831,500_2022_8.tif,no_crop
832,5_2022_8.tif,no_crop
833,418_2023_2.tif,no_crop
834,243_2022_9.tif,growing
835,434_2023_2.tif,no_crop
836,17_2022_9.tif,lush
837,48_2022_11.tif,no_crop
838,370_2022_8.tif,no_crop
839,333_2022_9.tif,lush
840,287_2022_10.tif,no_crop
841,272_2022_10.tif,no_crop
842,250_2023_1.tif,no_crop
843,427_2022_9.tif,no_crop
844,451_2023_3.tif,no_crop
